Locality,Dining_Review_Count,Delivery_Rating,Delivery_Rating_Count,Website,Address,Latitude,Longitude,About,Type,Facilities,Vote_Count,Known_For,Name,Contact,Price_for_2,Cuisine,Rating,Chain_Name
Chanakyapuri,,,,,"ITC Maurya, Ground Floor, Diplomatic Enclave, Sardar Patel Marg, Akhaura Block, Bapu Dham Chanakyapuri Near Jesus & Mary College South Delhi 110021",28.597096,77.17367,"Golf Bar is a fine dining restaurant where all your frowns turn into joys, the very moment you enter. Be it the foremost menu that features delicious finger food or the magnificent ambiance, that you get under one roof. The tasty variety of delicacies that the place offers spoils one for choice. Not to forget, the staff is extremely helpful and courteous. It is an ideal place for people who want to go for that noble dining experience and boast about it to their friends and loved ones. An addition to the offering is a well-set bar. Golf Bar is located in Chanakyapuri and the nearest landmark is Jesus & Mary College. Read less",5 Star/Luxury,"[Smoking Area, Air Conditioning, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available]",14.0,"Appetizers, Small Plates, Smoking Area, Air Conditioning, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available",Beliram Degchiwala,011-26112233,4000.0,Finger Food,4.0,Beliram Degchiwala
,,,,,"3706, Main Road Daryaganj Opposite Smart Honda Central Delhi 110002",28.646532,77.240189,No_About,Fast Food,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",0.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Dum Pukht,011-40153652,500.0," North Indian, Chinese",,Dum Pukht
Kamla Nagar,,,,,"A-9, Ground Floor Kamla Nagar Near Shakti Nagar Chowk North Delhi 110007",28.680313,77.199465,"Vrindavan Restaurant is a Casual Dining restaurant that enhances you taste buds by serving North Indian, Chinese, and South Indian delicacies. This place is located in Kamla Nagar, North Delhi and the nearest landmark is Shakti Nagar Chowk. The beautiful ambiance is an addition to the awesomeness that you experience here. The economical menu has varied options that are served with fine preparation and expertise. Vrindavan Restaurant is an ideal destination for people who want to go for a quality meal and an excuse to spend sometime with friends. Read less",Casual Dining,"[Air Conditioning, Home Delivery, Credit Card Accepted, Digital Wallet Accepted]",4.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Fabelle Chocolate Boutique,011-23844230,1100.0," North Indian, Chinese, South Indian",3.8,Fabelle Chocolate Boutique
Chanakyapuri,,,,,"Pallavi AWWA Complex, Ground Floor, Akhaura Block, Bapu dham Chanakyapuri Opposite Taj Palace Hotel South Delhi 110021",28.595332,77.171809,"Cafe Coffee Day is India's largest cafe coffee chain offering a range of coffees and snacks. Popularly known as CCD, they strive to provide the best experience to their guests. This is a coffee shop filled with fun, young energy and lots of entertainment for people and is the best place to hangout. Their outlets are spread all across the country. The economical menu of CCD makes it an instant attraction among the people. The cozy corners are just perfect for meetings, conversations, book readings, or just spending some quality time with your loved ones. Cafe Coffee Day provides delicious and refreshing experience to the people of all age-groups and offers a whole lot of fun over steaming cups of endless coffee. This outlet is located on the ground floor of Pallavi Awwa Complex in Chanakyapuri and is opposite to Taj Palace Hotel, Delhi. Read less",Breakfast/Brunch,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Takeaway Available, Outdoor Seating, Quick Service]",38.0,"Burgers, Fries",Cafe C,01800102509,600.0," Coffee, Fast Food",4.5,Cafe C
Chanakyapuri,,,,,"Pallavi AWWA Complex, Akhaura Block, Bapu dham Chanakyapuri Opposite Taj Palace Hotel South Delhi 110021",28.5954,77.172171,Too Mikki Tapas is a specialty restaurant that is located on Sardar Patel Marg. It is a place for people who like to stick to their favorite cuisine and do not like to experiment much. Too Mikki Tapas respects their choice by offering well-prepared and mouth-watering Italian cuisine. The place also holds a subtle ambiance paired up with an outdoor seating that makes sure you land up at the same place when it comes to having your favorite cuisine in the most authentic form. An addition to the offering is a special Coffee section. Read less,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi]",51.0,"Pizza, Pasta, Burgers, Fries",Ottimo at West View,09654525880,800.0," Italian, Fast Food",4.4,Ottimo at West View
Chanakyapuri,,,,,"Bihar Niwas, 15 Chanakyapuri South Delhi 110021",28.583563,77.187646,The Potbelly Cafe is a specialty restaurant that is located in Chankyapuri. It is a place for people...  Read more,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service, Parking Available]",208.0,"Comfortable Seating, Family Friendly",Brosis Bakes And Cafe,09999725052,1200.0,Bihari,4.5,Brosis Bakes And Cafe
Chanakyapuri,,,,,"Taj Diplomatic Enclave, Lobby Level, Sardar Patel Marg, Diplomatic Enclave, IB Colony Chanakyapuri Taj Diplomatic Enclave South Delhi 110021",28.595412,77.17092,"The Tea Lounge is a fine dining restaurant located on the lobby level of Taj Diplomatic Enclave, Chankyapuri. With an ambiance which has an amalgamation of Contemporary and traditional Indian architecture, the place is perfect for those who like to enjoy a quaint afternoon with English Dining. One can also enjoy the display of variety of Indian and International selection of single estate teas and coffees. It is a place for people who are blindly in love with a cup of tea and find every possible reason to binge on it. The place respects their choice by offering a variety of options in Tea. The Tea lounge is an instant attraction among people of all age groups. The Tea Lounge is definitely a go-to place for people who love conversation over a cup of tea. Read less",5 Star/Luxury,"[Air Conditioning, WiFi, Parking Available, Takeaway Available, Credit Card Accepted, Full Bar Available, Outdoor Seating, Digital Wallet Accepted]",16.0,Tea Specialties,Bamboo Chopstix,011-26110202,1000.0," Tea, Coffee",4.6,Bamboo Chopstix
,,,,,"726/3, Jheel Khuranja Krishna Nagar Near Ravi Medicos East Delhi 110051",28.659668,77.275579,"Bharat Chicken Inn is a quick-service restaurant serving scrumptious and delicious North Indian Chinese and Mughlai delicacies. The restaurant offers a wide range of fast food and a menu which is exclusive and budget-friendly. Bharat Chicken Inn ensures delivery of hot and delectable food at one's doorstep. The restaurant is located in Krishna Nagar, East Delhi. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, WiFi]",1.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors, Indo-Chinese Favorites",Om Hotel,09999469786,1000.0," North Indian, Mughlai, Chinese",5.0,Om
,,,,,"B-2/1, Golden Park Chander Nagar Near Aggarwal Clinic East Delhi 110051",28.653436,77.279126,"Omya is a fine dining restaurant situated in Dr Zakir Hussain Marg, Central Delhi. The menu serves mouth watering North Indian Cuisines. The ambience is lit with warm lighting and a comfortable seating. The staff is courteous and kind at Omya. Read less",Casual Dining,"[Air Conditioning, Valet Available, Parking Available, Credit Card Accepted, Amex Accepted]",1.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Hira Sweets,09990716656,600.0," North Indian, Chinese, South Indian",5.0,Hira Sweets
Chanakyapuri,,,,,"ITC Maurya, Lobby Level, Diplomatic Enclave, Sardar Patel Marg, Akhaura Block, Bapu Dham Chanakyapuri Near Jesus & Mary College South Delhi 110021",28.597115,77.173628,"Ira The Waterside Bar has set its standards high by providing quick services and serving the niche class of people who are in love with alcohol. The irresistible variety of signature drinks accompanied with mouth-watering FingerFood is what you get here. The picturesque and attractive ambiance along with a subtle outdoor seating leaves no chance to cheer you up. Undoubtedly, your search of that amazing and fun nightlife ends here, where you can sit back and go with the flow. Ira The Waterside Bar is located in Chanakyapuri and the nearest landmark is Jesus & Mary College. Read less",5 Star/Luxury,"[Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available, Outdoor Seating]",1.0,"Appetizers, Small Plates, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Serves Wine, Full Bar Available, Outdoor Seating, Poolside",Cafe Turtle,011-26112233,2000.0,Finger Food,3.7,Cafe Turtle
Laxmi Nagar,,,,,"14/A-77, Ground Floor, Guru Nanak Pura Laxmi Nagar Near Nirman Metro Station East Delhi 110092",28.635607,77.284885,"Bikanervala is an Indian multinational snack food company and restaurant chain founded in 1950 by brothers Kedarnath and Satyanarayan Aggarwal who moved from Bikaner to Delhi. Starting as Bikaner Bhujia Bhandar in Chandni Chowk's Paranthe Wali Gali, it has grown into a ₹1,300 crore empire with 150 locations globally. Known for traditional sweets, namkeens, and the Bikano brand for packaged products, the company combines restaurant dining with retail shopping for authentic Rajasthani and North Indian sweets and snacks.",Breakfast/Brunch,"[Air Conditioning, Family Dining, Credit Card Accepted, Takeaway Available, Clean Environment]",1.0,"Burgers, Fries",Bikanervala,011-40501540,600.0," Fast Food, Burger",5.0,Bikanervala
,,,,,"9, Shivpuri Krishna Nagar Near Happy English School East Delhi 110051",28.652036,77.278028,The Food Lounge is a Casual Dining restaurant serving scrumptious and delectable North Indian and Ch...  Read more,Casual Dining,"[Air Conditioning, Live Entertainment, Elevator, Serves Alcohol, Parking Available, Takeaway Available, Credit Card Accepted, Full Bar Available, Barbeque and Grill, TV/Screening, Digital Wallet Accepted]",9.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Behrouz Biryani,09999123413,700.0," North Indian, Chinese",4.3,Behrouz Biryani
Chanakyapuri,,,,,"Taj Diplomatic Enclave, Lobby Level, Sardar Patel Marg, Diplomatic Enclave, IB Colony Chanakyapuri Taj Diplomatic Enclave South Delhi 110021",28.595115,77.170813,"The Blue Bar is a 5-star lounge bar that offers an impressive beverage list including delicious cocktails, mocktails, wines, and aperitifs, combined with an unusual selection of FingerFood paired up with live music in the evenings that makes a very inviting ambiance for guests to unwind. The well-set bar and an exclusive menu make your day. The Blue Bar is situated in Taj Palace, Chanakyapuri, South Delhi. Read less",5 Star/Luxury,"[Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Full Bar Available]",28.0,"Appetizers, Small Plates, Elegant Ambience, Premium Service, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Full Bar Available",Aam Aadmi Ke Pakwaan,011-66503699,4000.0,Finger Food,4.3,Aam Aadmi Ke Pakwaan
Ansari Road,,,,,"MGM Club,, 19, Ansari Road, Ring Road Daryaganj Near Saraf Hospital Central Delhi 110002",28.646414,77.243196,No_About,Casual Dining,"[WiFi, Parking Available, Wheelchair Accessible, Credit Card Accepted, Digital Wallet Accepted]",0.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating, WiFi, Parking Available, Wheelchair Accessible, Credit Card Accepted, Digital Wallet Accepted",Dwarka Restaurant,08447345605,900.0," North Indian, Chinese, Fast Food",,Dwarka
Defence Colony,,,,,"10, Main Market Defence Colony Near Bansal Store South Delhi 110024",28.573683,77.230112,"Theobroma is one of the most popular bakeries, patisserie, and chocolate chains in the country. An array of desserts and confectionary items along with a variety of quick-grabs are offered by this place. The menu also serves some of the best fast food items along with delicious beverages. Theobroma has set a benchmark for delivering high-quality food at affordable prices. Theobroma has its outlets spread across the country. This outlet is located in Defence Colony, South Delhi and stands nearby Bansal Store. Read less",Breakfast/Brunch,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Takeaway Available, Outdoor Seating, Quick Service]",3.0,Desserts Specialties,Indian Republic Kitchen,08800023205,600.0," Desserts, Bakery and Confectionary, Fast Food",5.0,Indian Republic Kitchen
Paharganj,,,,,"7/7, Desh Bandhu Gupta Road Paharganj Near Axis Bank Central Delhi 110055",28.64526,77.24427,"Giani's is a renowned Indian ice cream and dessert chain established in 1956 by Gian Chand Jain in Delhi. Known for its rich, creamy kulfi and traditional Indian ice creams, Giani's has been serving authentic flavors for over six decades. The brand specializes in kulfi, faluda, ice cream sundaes, and traditional Indian sweets, maintaining the authentic taste and quality that has made it a household name across North India.",Bar/Lounge,"[Air Conditioning, Home Delivery, Serves Alcohol, Full Bar Available]",0.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Giani's,09599985000,1500.0," North Indian, Chinese, South Indian",,Giani's
Laxmi Nagar,,,,,"A-6, Priya Darshani Vihar Laxmi Nagar Near Makkar Hospital East Delhi 110031",28.641559,77.282595,Mauryan Multi Cuisine Restaurant is a casual dining restaurant located in Laxmi Nagar. This restaurant where a group offers an array of delicacies in North Indian and Chinese Cuisine.The economical menu caters to people of the different age- groups. Mauryan Multi Cuisine is situated in East Delhi. A great ambiance and quality food are what they offer. One can come here to enjoy with friends and family. The nearest landmark is Makkar hospital. Read less,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available]",17.0,"Variety of Dishes, Global Flavors, Butter Chicken, Dal Makhani, Comfortable Seating",Nutmeg - The Gourmet Shop,09711318594,1000.0," Multi-Cuisine, North Indian, Chinese",4.4,Nutmeg
Karol Bagh,,,,,"1532/28, First Floor, Naiwalan Karol Bagh Near Ahuja Sons Central Delhi 110005",28.64791,77.19667,"Bikanervala is an Indian multinational snack food company and restaurant chain founded in 1950 by brothers Kedarnath and Satyanarayan Aggarwal who moved from Bikaner to Delhi. Starting as Bikaner Bhujia Bhandar in Chandni Chowk's Paranthe Wali Gali, it has grown into a ₹1,300 crore empire with 150 locations globally. Known for traditional sweets, namkeens, and the Bikano brand for packaged products, the company combines restaurant dining with retail shopping for authentic Rajasthani and North Indian sweets and snacks.",Fast Food,"[Air Conditioning, Family Dining, Credit Card Accepted, Takeaway Available, Clean Environment]",0.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",Bikanervala,07838434272,800.0," North Indian, Mughlai",,Bikanervala
Defence Colony,,,,,"41, Main Market Defence Colony Opposite Round About South Delhi 110024",28.573591,77.230637,"Giani's is a chain of ice cream parlors offering a range of different flavors of ice creams, some heavenly sundaes, and some of the finest hot chocolate fudge! Pamper your taste-buds with their delicious faludas, kulfi, shakes, or ice cream cake to treat your loved ones. This place has the capability of satisfying everybody’s sweet tooth. Giani's is an instant go-to place for people having an indulgence into something cold and sweet. The different flavors of Ice-Creams make your eyes pop out and desserts along with them that force you to get ready and to savor them in no time. Giani's has its outlets spread all across the country and this one is located in Defence Colony Main Market. Read less",Fast Food,"[WiFi, Air Conditioning, Indoor Seating, Study-Friendly Environment, Credit Card Accepted, Takeaway Available]",1.0,Desserts Specialties,Cafe Coffee Day,041018301,400.0," Desserts, Ice Cream, Shakes",5.0,Cafe Coffee Day
Chandni Chowk,,,,,"862, Katra Bariyan, Katra Subhash Chandni Chowk Opposite Allabhad Bank Central Delhi 110006",28.65657,77.226454,No_About,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service]",0.0,"Burgers, Fries",Roti Aur Boti,023918326,500.0," Fast Food, Mithai",,Roti Aur Boti
Block SHAKARPUR,,,,,"D30 E, Dayanand Block Shakarpur Opposite Jain Mandir East Delhi 110092",28.631895,77.286308,No_About,Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Family Dining]",1.0,Desserts Specialties,Mr. Diet,09911349689,400.0," Desserts, Waffle, Ice Cream, Fast Food",5.0,Mr. Diet
Chandni Chowk,,,,,"5722/20, 1st Floor, Basti Harpool Singh, Sadar Bazaar Chandni Chowk Near BT Metals Central Delhi 110059",28.65675,77.21088,"Keventers is a popular chain of cafe joints specializing in offering deliciously flavored milkshakes and other beverages. The place offers an economical menu and an exclusive range of milkshakes to choose from. Every shake they serve is freshly prepared using the finest milk products and authentic flavors. Keventers has a number of outlets located spread in the city. This outlet is located in the food court of DLF Mall of India, Noida. Read less",Fast Food,[Home Delivery],0.0,"Butter Chicken, Dal Makhani, Authentic Indian Flavors",Keventers,08860343366,400.0," North Indian, Mughlai",,Keventers
Green Market,,,,,"752/1, Ground Floor, Green Market, Gali No.11 Sadar Bazar Near Pracheen shiv mandir Central Delhi 110006",28.657399,77.212122,No_About,Fast Food,[Air Conditioning],0.0,Desserts Specialties,Foodhall,No_Contact,200.0," Desserts, Ice Cream",,Foodhall
Defence Colony,,,,,"29, Main Market Defence Colony Opposite Citi Bank South Delhi 110049",28.573962,77.230445,"Kent's Fast Food is located in Defence Colony Market. This outlet assures you of quick service, cost-efficient menu and most importantly great tasting food. The variety of dishes ranges from Burgers to Shakes. This place is a perfect blend of an easy-going ambiance, good food, and great service. Kent's Fast Food is one of the most likable places amongst one and all. Read less",Fast Food,"[Quick Service, Family Dining, Kids Play Area, Air Conditioning, Credit Card Accepted, WiFi, Parking Available]",8.0,"Burgers, Fries",McDonald's,011-24333575,500.0," Fast Food, Burger",4.5,McDonald's
Kalkaji,,,,,"A 71, Shop 2, Double Story Kalkaji Opposite HDFC Bank South Delhi 110060",28.638458,77.189482,No_About,Fast Food,[Home Delivery],0.0,"Hakka Noodles, Manchurian, Indo-Chinese Favorites",Golf Bar,09654762291,800.0," Chinese, Thai",,Golf Bar
Block E2,,,,,"B-1191, Block E2 Shastri Nagar Near Jaynab Footwear North Delhi 110052",28.672591,77.178855,"JD's Food Court is a quick service restaurant located in Shastri Nagar. The restaurant serves North Indian and Chinese cuisine. The simple ambience, welcoming staff and the economical menu makes JD's Food Court a suitable place for dinner or lunch with family and friends. The nearest landmark is Jaynab Footwear. Read less",Cafe,"[Air Conditioning, Parking Available, Credit Card Accepted]",5.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Authentic Indian Flavors",Khaane Bhee Do Yaaron,09999400016,600.0," North Indian, Chinese",3.5,Khaane Bhee Do Yaaron
Defence Colony,,,,,"35, Ground Floor, Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.573656,77.23028,"Cafe Yell is an Italian cafe offering a variety of pizzas, pasta, sides, and shakes. They use traditional Neapolitan methods to prepare their base tomato sauce and countless dough preparations creating a unique balance of taste and texture. The cafe provides an awesome ambiance with a comfortable and cozy seating area. Cafe Yell also serves a range of hot and cold beverages to quench the thirst of the diners while offering them sumptuous Italian delicacies. The outlet is located in the Main market of Defence Colony and is near the Post Office. Read less",Breakfast/Brunch,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Takeaway Available, Outdoor Seating, Parking Available, Quick Service]",90.0,"Pizza, Pasta, Steaks, Grilled Items, Continental Delicacies",Vrindavan Restaurant,041552004,1200.0," Italian, Continental, Fast Food",4.5,Vrindavan
Satnam Park,,,,,"104, Gyan Park, Satnam park, Ram Nagar Extension Krishna Nagar Near Union Bank of India East Delhi 110051",28.65513,77.282192,No_About,Cafe,"[Air Conditioning, WiFi, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Outdoor Seating, Quick Service]",1.0,"Burgers, Fries",Too Mikki Tapas,011-8181811639,400.0," Pizza, Fast Food, Shakes",5.0,Too Mikki Tapas
Defence Colony,,,,,"18, Ground Floor, Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.573383,77.230234,"Sagar Ratna is a chain of casual dining restaurants specializing in South Indian cuisine and is the most preferred destination for South Indian cuisines across the country. Every dish they serve is fresh and has the finest taste with authentic herbs and spices used in their preparations. Besides the delicious South Indian food, the restaurant also serves mouth-watering North Indian delicacies. The pure vegetarian menu is economical and caters to people of different age-groups. Sagar Ratna has various outlets spread all over the country. This outlet is located in Defence Colony, South Delhi and stands nearby Sarvodaya Bal Vidyalaya. Read less",Breakfast/Brunch,"[Air Conditioning, Takeaway Available, Credit Card Accepted, Family Dining, Indoor Seating]",33.0,"Dosa, Idli, Butter Chicken, Dal Makhani, Authentic Indian Flavors",The Potbelly,024333440,900.0," South Indian, North Indian, Chinese",4.5,The Potbelly
Laxmi Nagar,,,,,"A-47, Ground Floor, Gurunanak Pura Laxmi Nagar Near Nirman Vihar Metro Station East Delhi 110092",28.63628,77.285531,QD's is a specialty restaurant with an amazingly quirky ambiance and a pro active staff that add to ...  Read more,Casual Dining,"[Air Conditioning, Credit Card Accepted, WiFi, Family Dining, Digital Wallet Accepted, Parking Available, Takeaway Available, Quick Service]",98.0,"Burgers, Fries, Butter Chicken, Dal Makhani, Comfortable Seating",The Tea Lounge,08882997777,1000.0," Fast Food, North Indian, Italian, Oriental",4.4,The Tea Lounge
Dlf South Square Mall,,,,,"DLF South Square Mall, Ground & 1st Floor Sarojini Nagar Opposite Sarojini Nagar Market South Delhi 110023",28.576219,77.195199,McDonald's is a chain of restaurants that is located in Sarojini Nagar and it stands below DLF South Square Multilevel Car Parking . It is a place for people who like to stick to their favorite indulgence and do not like to experiment much. The restaurant respects their choice by offering a variety of options in Fast Food. The place also holds a great ambiance and is an instant attraction among youngsters. McDonald's is definitely a go-to place for people who binge over their favorite dish. Read less,Breakfast/Brunch,"[Air Conditioning, Elevator, Home Delivery, Parking Available, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",10.0,"Burgers, Fries",Bharat Chicken Inn Foods,011-66000666,500.0," Fast Food, Burger",4.6,Bharat Chicken Inn Foods
Defence Colony,,,,,"24, Ground Floor, Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.573238,77.230343,Sagar Ratna is a chain of casual dining restaurants specializing in South Indian cuisine and is the ...  Read more,Casual Dining,"[Air Conditioning, Home Delivery, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted]",67.0,"Dosa, Idli, Butter Chicken, Dal Makhani, Comfortable Seating, Air Conditioning, Home Delivery, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted",The Village Cafe,011-24333815,900.0," South Indian, North Indian, Chinese",4.5,The Village Cafe
Chanakyapuri,,,,,"The Leela Palace, Lobby Level, Africa Avenue, Diplomatic Enclave Chanakyapuri Near NDMC Baratghar South Delhi 110023",28.579851,77.189322,"The Lobby Lounge is specific in its servings. The luxurious cafe serves Continental cuisine, which h...  Read more",5 Star/Luxury,"[Smoking Area, Air Conditioning, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted]",9.0,"Steaks, Grilled Items, Elegant Ambience, Premium Service, Continental Delicacies, Smoking Area, Air Conditioning, WiFi, Valet Available, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted",Ira The Waterside Bar,039331234,2000.0,Continental,4.2,Ira The Waterside Bar
,,,,,Gate no. 2 Pragati Maidan Central Delhi 110001,28.615744,77.246036,Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. Th...  Read more,Fast Food,"[Air Conditioning, Home Delivery, Credit Card Accepted]",0.0,Desserts Specialties,Wat-a-Burger!,08448290982,400.0," Desserts, Waffle",,Wat-a-Burger!
,,,,,Gate no. 2 Pragati Maidan Central Delhi 110001,28.615744,77.246036,No_About,Breakfast/Brunch,[Home Delivery],0.0,"Burgers, Fries",The Food Lounge,No_Contact,300.0,Fast Food,,The Food Lounge
Defence Colony,,,,,"14, Defence Colony Main Market Defence Colony Near Sarvodaya Bal Vidyalaya South Delhi 110024",28.573462,77.230078,"Swagath is a place to experience the real flavors of North Indian food. This restaurant serves South Indian, Chinese, and Seafood cuisines, which are known for their amazing indulgences. The various ingredients and delectable preparations provide a relishing taste to the diners. The icing on the cake is a well-set bar that the place has in store for the diners. The great ambiance of the place amazes you in no time. It is an ideal destination for Indian food eaters who like spending quality time with families, who are equally in love with authentic dishes. Swagath is located in Defence Colony, South Delhi and is near Sarvodaya Bal Vidyalaya. Read less",Restobar/Pub,"[Air Conditioning, WiFi, Home Delivery, Serves Alcohol, Parking Available, Credit Card Accepted, Amex Accepted, Full Bar Available]",243.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",The Blue Bar,024337538,2000.0," North Indian, Chinese, South Indian, Chettinad",4.4,The Blue Bar
,,,,,,28.57394,77.230995,"MB's is located in Defence Colony, South Delhi. This is a resto-bar, where a group of friends or fam...  Read more",Restobar/Pub,"[Air Conditioning, Credit Card Accepted, Full Bar Available, Serves Alcohol, WiFi, Live Entertainment, TV/Screening, Digital Wallet Accepted, Smoking Area, Parking Available]",22.0,"Hakka Noodles, Manchurian, Indo-Chinese Favorites",Victoria,024333510,1700.0,Chinese,4.3,Victoria
Defence Colony,,,,,"31, Ground Floor, Main Market Defence Colony Opposite Citi Bank South Delhi 110024",28.573579,77.230967,"Angels In My Kitchen serves you sugary dishes such as pastries, cakes, brownies and a variety of Dessert items which might make you gain some inches. It tries its level best to meet the expectations of the diners who are fond of syrupy and honeyed desserts. The economical menu acts as an icing on the cake to further make the place desirable. The casual ambiance of the place makes you feel comfortable and cozy. Angels In My Kitchen is located in Defence Colony, South Delhi opposite Citi Bank. Read less",Breakfast/Brunch,"[Air Conditioning, Home Delivery, Takeaway Available, Credit Card Accepted, Digital Wallet Accepted]",4.0,Desserts Specialties,Theobroma,041556474,600.0," Desserts, Bakery and Confectionary, Fast Food",4.4,Theobroma
Karol Bagh,,,,,1/3 Pusha Road Karol Bagh Near City Hospital Central Delhi 110005,28.64354,77.190691,No_About,Fast Food,"[Home Delivery, Takeaway Available, Digital Wallet Accepted]",0.0,"Burgers, Fries, Butter Chicken, Dal Makhani, Authentic Indian Flavors",K Bar & Restaurant,09711828256,600.0," Fast Food, North Indian, Chinese",,K Bar &
Chanakyapuri,,,,,"Rail ECO Park, Smriti Vatika, Dhaula Kuan Chanakyapuri Near Northern Railway Eco Park South Delhi 110021",28.588577,77.170539,No_About,Casual Dining,"[Air Conditioning, Parking Available, Credit Card Accepted, Outdoor Seating]",1.0,"Butter Chicken, Dal Makhani, Hakka Noodles, Manchurian, Comfortable Seating",Mauryan Multi Cuisine Restaurant,09319207771,1500.0," North Indian, Chinese, Oriental",5.0,Mauryan Multi Cuisine
Chanakyapuri,,,,,"The Leela Palace, Lobby Level, Africa Avenue, Diplomatic Enclave Chanakyapuri Near NDMC Baratghar South Delhi 110023",28.58001,77.189437,The Library is a must-visit place for all the hard-core Party Lovers! It is a place that allows you...  Read more,5 Star/Luxury,"[Smoking Area, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine, Full Bar Available, Outdoor Seating]",16.0,"Appetizers, Small Plates, Chic Ambience, Cocktail Menu, Smoking Area, Air Conditioning, WiFi, Valet Available, Serves Alcohol, Parking Available, Wheelchair Accessible, Credit Card Accepted, Amex Accepted, Serves Wine, Full Bar Available, Outdoor Seating",Spices Indian Kitchen,039331234,3000.0,Finger Food,4.1,Spices Indian Kitchen
Defence Colony,,,,,"47, Ground Floor, Main Market Defence Colony Near Standard Chartered Bank South Delhi 110024",28.573293,77.230477,Aku's - The BRRGRR Co. is a quick service restaurant serving zesty fast food and burger delicacies. ...  Read more,Breakfast/Brunch,"[Quick Service, Takeaway Available, Air Conditioning, Family Dining, Credit Card Accepted, Clean Environment]",14.0,"Burgers, Fries",Giani's,08657279279,1000.0," Burger, Fast Food",4.4,Giani's
Defence Colony,,,,,"A-1, Ground Floor, Main Market Defence Colony Near Citi Bank South Delhi 110024",28.574163,77.229874,"Baskin-Robbins is the world’s largest chain of Ice-cream specialty restaurant that serves mouth-watering flavors of Ice-creams, that satiate your sweet craving and at affordable prices. The outlet has given a new elevation to the way ice-creams were served or made before and caters to every person with its purview of flavors. The laid-back ambiance of the place is both ideal for friends and family and becomes a one-stop destination for your love for that one cone of Ice-cream. Baskin- Robbins is located in Defence Colony and the nearest landmark is Citi Bank Branch. Read less",Fast Food,"[Air Conditioning, Credit Card Accepted, Takeaway Available, Digital Wallet Accepted, Quick Service, Family Dining]",3.0,Desserts Specialties,Tewari Brothers,011-24333849,300.0," Desserts, Ice Cream",4.1,Tewari Brothers
